Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
3.9320590496063232	0	19.168583	8.522807	51.0	9.0	19.168582375478927	8.522807439414818	5003	5003
7.502974033355713	1	26.978495	13.1095295	80.0	9.0	26.978494623655912	13.109529075163293	5018	10021
10.860059976577759	2	34.979168	17.909288	102.0	12.0	34.979166666666664	17.90928869407654	5037	15058
14.070317029953003	3	44.919643	19.792738	114.0	15.0	44.919642857142854	19.79273784247698	5031	20089
17.319370985031128	4	51.122448	21.797895	134.0	13.0	51.12244897959184	21.797896035019512	5010	25099
20.67015314102173	5	57.91954	25.120499	130.0	22.0	57.91954022988506	25.12049966136994	5039	30138
23.900593996047974	6	56.166668	22.5	149.0	20.0	56.166666666666664	22.5	5055	35193
27.25606918334961	7	58.44186	18.498022	115.0	27.0	58.44186046511628	18.49802293091408	5026	40219
30.4286150932312	8	66.986664	26.086264	168.0	22.0	66.98666666666666	26.086263733151892	5024	45243
33.67280316352844	9	73.171425	30.469645	193.0	27.0	73.17142857142858	30.469643642049203	5122	50365
37.39299702644348	10	87.96491	37.27798	200.0	27.0	87.96491228070175	37.27798132489167	5014	55379
45.23111915588379	11	95.73585	34.036137	200.0	39.0	95.73584905660377	34.03613559389338	5074	60453
48.884780168533325	12	118.95349	40.076645	200.0	48.0	118.95348837209302	40.07664371616204	5115	65568
52.531514167785645	13	141.02777	41.49932	200.0	29.0	141.02777777777777	41.499321353963204	5077	70645
56.17175006866455	14	182.71428	22.936024	200.0	134.0	182.71428571428572	22.93602460082819	5116	75761
59.60497999191284	15	188.25926	24.41401	200.0	97.0	188.25925925925927	24.41401023485489	5083	80844
63.14831018447876	16	185.55556	31.918106	200.0	80.0	185.55555555555554	31.918105083146234	5010	85854
66.43630003929138	17	196.8077	12.697727	200.0	136.0	196.80769230769232	12.697726116148122	5117	90971
71.01129007339478	18	192.33333	17.964987	200.0	127.0	192.33333333333334	17.964986522141913	5193	96164
75.60414099693298	19	193.5	10.583914	200.0	168.0	193.5	10.583913773705396	5031	101195
79.19517016410828	20	190.92592	18.783218	200.0	111.0	190.92592592592592	18.783219315292172	5155	106350
82.67804312705994	21	182.67857	15.777592	200.0	150.0	182.67857142857142	15.777591640018565	5115	111465
87.2103180885315	22	171.03334	17.66632	200.0	145.0	171.03333333333333	17.666320751330453	5131	116596
90.4973201751709	23	167.13333	18.930986	200.0	137.0	167.13333333333333	18.930985769954564	5014	121610
93.90719103813171	24	169.0	24.280308	200.0	99.0	169.0	24.28030752139135	5070	126680
97.4976921081543	25	165.0	17.734604	200.0	133.0	165.0	17.734602590198012	5115	131795
100.75123500823975	26	170.96666	16.49744	200.0	124.0	170.96666666666667	16.49744087898349	5129	136924
104.6861801147461	27	172.75862	20.934471	200.0	131.0	172.75862068965517	20.934471114793503	5010	141934
109.1210401058197	28	183.46428	13.639444	200.0	154.0	183.46428571428572	13.639444225316154	5137	147071
112.78731513023376	29	195.5	7.6119843	200.0	173.0	195.5	7.61198447793397	5083	152154
116.48024702072144	30	199.96153	0.1923077	200.0	199.0	199.96153846153845	0.1923076923076923	5199	157353
120.34752607345581	31	199.53847	2.3076923	200.0	188.0	199.53846153846155	2.307692307692307	5188	162541
123.97658514976501	32	200.0	0.0	200.0	200.0	200.0	0.0	5200	167741
127.8371729850769	33	200.0	0.0	200.0	200.0	200.0	0.0	5200	172941
131.16822910308838	34	200.0	0.0	200.0	200.0	200.0	0.0	5200	178141
134.76351714134216	35	200.0	0.0	200.0	200.0	200.0	0.0	5200	183341
138.07489395141602	36	200.0	0.0	200.0	200.0	200.0	0.0	5200	188541
143.15989303588867	37	200.0	0.0	200.0	200.0	200.0	0.0	5200	193741
148.18981313705444	38	200.0	0.0	200.0	200.0	200.0	0.0	5200	198941
151.71177697181702	39	200.0	0.0	200.0	200.0	200.0	0.0	5200	204141
155.31357717514038	40	200.0	0.0	200.0	200.0	200.0	0.0	5200	209341
159.0029091835022	41	200.0	0.0	200.0	200.0	200.0	0.0	5200	214541
163.362398147583	42	200.0	0.0	200.0	200.0	200.0	0.0	5200	219741
166.85678100585938	43	200.0	0.0	200.0	200.0	200.0	0.0	5200	224941
170.21647715568542	44	200.0	0.0	200.0	200.0	200.0	0.0	5200	230141
173.57915711402893	45	200.0	0.0	200.0	200.0	200.0	0.0	5200	235341
176.9530291557312	46	200.0	0.0	200.0	200.0	200.0	0.0	5200	240541
180.34074115753174	47	200.0	0.0	200.0	200.0	200.0	0.0	5200	245741
184.0239601135254	48	200.0	0.0	200.0	200.0	200.0	0.0	5200	250941
187.74904799461365	49	200.0	0.0	200.0	200.0	200.0	0.0	5200	256141
191.2991919517517	50	200.0	0.0	200.0	200.0	200.0	0.0	5200	261341
195.07577800750732	51	197.1923	9.774453	200.0	160.0	197.19230769230768	9.774453479780973	5127	266468
198.6952030658722	52	197.57692	12.115385	200.0	137.0	197.57692307692307	12.115384615384615	5137	271605
202.07856011390686	53	199.76923	1.1538461	200.0	194.0	199.76923076923077	1.1538461538461537	5194	276799
205.54900407791138	54	192.51852	18.243965	200.0	137.0	192.5185185185185	18.24396474610342	5198	281997
209.10746812820435	55	196.03847	11.116449	200.0	159.0	196.03846153846155	11.116449243665095	5097	287094
212.29033708572388	56	197.34616	9.277526	200.0	161.0	197.34615384615384	9.277525812796243	5131	292225
215.74014806747437	57	192.8077	19.135185	200.0	114.0	192.80769230769232	19.1351855346058	5013	297238
