Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
1.4915509223937988	0	14.183099	5.48573	35.0	8.0	14.183098591549296	5.485730167366323	1007	1007
2.4507479667663574	1	24.452381	15.784566	89.0	9.0	24.452380952380953	15.784565066262225	1027	2034
3.673253059387207	2	38.74074	22.371597	97.0	16.0	38.74074074074074	22.371596728710358	1046	3080
4.902658939361572	3	48.761906	25.810492	111.0	16.0	48.76190476190476	25.810490229666147	1024	4104
6.274064064025879	4	63.17647	29.354298	142.0	30.0	63.1764705882353	29.354296797648363	1074	5178
7.859766006469727	5	67.26667	26.878656	112.0	23.0	67.26666666666667	26.878657373876067	1009	6187
11.067903995513916	6	66.73333	31.27825	145.0	28.0	66.73333333333333	31.278249453716057	1001	7188
14.190860986709595	7	87.166664	50.51045	200.0	30.0	87.16666666666667	50.510449963899106	1046	8234
15.484761953353882	8	99.36364	21.478415	144.0	59.0	99.36363636363636	21.478415073035226	1093	9327
18.24309992790222	9	102.7	48.75049	185.0	52.0	102.7	48.75048717705291	1027	10354
20.402384042739868	10	92.09091	32.23057	170.0	53.0	92.0909090909091	32.23057426350595	1013	11367
22.300358057022095	11	120.55556	45.7508	200.0	61.0	120.55555555555556	45.75080111286726	1085	12452
23.471565008163452	12	130.75	22.769222	180.0	108.0	130.75	22.76922264812745	1046	13498
24.79728102684021	13	157.85715	32.25979	200.0	99.0	157.85714285714286	32.25978731410083	1105	14603
25.984160900115967	14	173.16667	27.449448	200.0	136.0	173.16666666666666	27.449448486667674	1039	15642
27.574579000473022	15	190.0	22.36068	200.0	140.0	190.0	22.360679774997898	1140	16782
29.13680911064148	16	185.33333	24.62835	200.0	133.0	185.33333333333334	24.628348616087834	1112	17894
30.485310077667236	17	181.5	26.164543	200.0	144.0	181.5	26.164543438274123	1089	18983
32.00642108917236	18	189.83333	11.82394	200.0	172.0	189.83333333333334	11.823939933691964	1139	20122
33.636043071746826	19	199.83333	0.37267798	200.0	199.0	199.83333333333334	0.3726779962499649	1199	21321
35.167251110076904	20	195.5	10.062305	200.0	173.0	195.5	10.062305898749054	1173	22494
37.62602496147156	21	200.0	0.0	200.0	200.0	200.0	0.0	1200	23694
39.72703409194946	22	200.0	0.0	200.0	200.0	200.0	0.0	1200	24894
42.117764949798584	23	200.0	0.0	200.0	200.0	200.0	0.0	1200	26094
43.77563405036926	24	194.16667	13.04373	200.0	165.0	194.16666666666666	13.043729868748771	1165	27259
45.21549105644226	25	192.33333	12.283683	200.0	167.0	192.33333333333334	12.283683848458853	1154	28413
46.79807996749878	26	188.66667	18.794209	200.0	149.0	188.66666666666666	18.794207145347265	1132	29545
48.17331290245056	27	169.16667	37.702415	200.0	95.0	169.16666666666666	37.702416662890755	1015	30560
49.534406900405884	28	184.5	23.077766	200.0	141.0	184.5	23.077767078583086	1107	31667
50.957499980926514	29	181.33333	26.08746	200.0	142.0	181.33333333333334	26.08745973749755	1088	32755
52.64849805831909	30	198.83333	2.608746	200.0	193.0	198.83333333333334	2.6087459737497545	1193	33948
54.52857494354248	31	193.0	15.652476	200.0	158.0	193.0	15.652475842498529	1158	35106
56.06775188446045	32	167.16667	39.010326	200.0	97.0	167.16666666666666	39.01032626825307	1003	36109
59.03593397140503	33	198.33333	3.72678	200.0	190.0	198.33333333333334	3.726779962499649	1190	37299
61.252727031707764	34	159.28572	48.20704	200.0	87.0	159.28571428571428	48.20703649206139	1115	38414
65.17284297943115	35	185.83333	18.496996	200.0	156.0	185.83333333333334	18.496996753226966	1115	39529
68.59560489654541	36	179.33333	43.157337	200.0	83.0	179.33333333333334	43.15733489866532	1076	40605
71.07960796356201	37	166.85715	48.235817	200.0	88.0	166.85714285714286	48.23581529891477	1168	41773
72.58576798439026	38	168.33333	48.22747	200.0	74.0	168.33333333333334	48.22747027254165	1010	42783
74.25001406669617	39	200.0	0.0	200.0	200.0	200.0	0.0	1200	43983
75.72929096221924	40	180.5	43.603325	200.0	83.0	180.5	43.603325561245896	1083	45066
77.61153411865234	41	175.83333	43.460392	200.0	81.0	175.83333333333334	43.4603906512074	1055	46121
79.86377096176147	42	190.66667	20.869968	200.0	144.0	190.66666666666666	20.86996778999804	1144	47265
82.82728290557861	43	200.0	0.0	200.0	200.0	200.0	0.0	1200	48465
85.48442792892456	44	200.0	0.0	200.0	200.0	200.0	0.0	1200	49665
87.21447205543518	45	165.28572	55.29328	200.0	66.0	165.28571428571428	55.2932811359166	1157	50822
88.65665602684021	46	185.33333	32.795662	200.0	112.0	185.33333333333334	32.79566366999691	1112	51934
90.74250507354736	47	200.0	0.0	200.0	200.0	200.0	0.0	1200	53134
92.46478390693665	48	200.0	0.0	200.0	200.0	200.0	0.0	1200	54334
95.52145600318909	49	200.0	0.0	200.0	200.0	200.0	0.0	1200	55534
97.34292602539062	50	185.33333	32.795662	200.0	112.0	185.33333333333334	32.79566366999691	1112	56646
100.05219101905823	51	175.83333	54.03831	200.0	55.0	175.83333333333334	54.03830945624492	1055	57701
102.40320706367493	52	170.33333	66.33668	200.0	22.0	170.33333333333334	66.33668333249376	1022	58723
104.34045600891113	53	190.83333	20.49729	200.0	145.0	190.83333333333334	20.49728979374807	1145	59868
105.91334199905396	54	200.0	0.0	200.0	200.0	200.0	0.0	1200	61068
107.7619481086731	55	200.0	0.0	200.0	200.0	200.0	0.0	1200	62268
110.15271496772766	56	200.0	0.0	200.0	200.0	200.0	0.0	1200	63468
